Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date,AverageDate
M,Mozambique,1111,19,9,0,344,758,0,38010,31271515,7/10/20,07/15/20
N,Niger,1099,2,68,0,978,53,0,6636,24218806,7/10/20,07/15/20
B,Burkina Faso,1020,15,53,0,862,105,0,0,20913982,7/10/20,07/15/20
M,Montenegro,1019,0,19,0,320,680,0,16183,628069,7/10/20,07/15/20
C,Cyprus,1013,3,19,0,839,155,0,167394,1207615,7/10/20,07/15/20
U,Uganda,1006,6,0,0,938,68,0,221675,45764738,7/10/20,07/15/20
U,Uruguay,985,8,29,0,886,70,1,77259,3474103,7/10/20,07/15/20
G,Georgia,973,5,15,0,846,112,5,134250,3988910,7/10/20,07/15/20
L,Liberia,963,6,47,5,400,516,0,0,5060151,7/10/20,07/15/20
Z,Zimbabwe,942,16,13,1,320,609,0,87264,14868427,7/10/20,07/15/20
C,Chad,874,1,74,0,789,11,0,0,16434347,7/10/20,07/15/20
A,Andorra,855,0,52,0,803,0,0,3750,77269,7/10/20,07/15/20
J,Jamaica,753,2,10,0,605,138,0,27836,2961562,7/10/20,07/15/20
S,Sao Tome and Principe,727,1,14,0,284,429,0,1901,219254,7/10/20,07/15/20
S,Suriname,726,32,18,1,481,227,4,1244,586781,7/10/20,07/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,7/10/20,07/15/20
T,Togo,710,6,15,0,494,201,2,34610,8282762,7/10/20,07/15/20
S,San Marino,699,0,42,0,656,1,0,5729,33933,7/10/20,07/15/20
M,Malta,674,0,9,0,658,7,0,105683,441580,7/10/20,07/15/20
N,Namibia,668,53,1,1,25,642,1,12789,2541991,7/10/20,07/15/20
C,Channel Islands,577,0,47,0,512,18,0,21388,173908,7/10/20,07/15/20
R,Réunion,571,5,3,0,472,96,3,35419,895498,7/10/20,07/15/20
T,Tanzania,509,0,21,0,183,305,7,0,59765033,7/10/20,07/15/20
A,Angola,458,62,23,1,117,318,6,10000,32883332,7/10/20,07/15/20
T,Taiwan,451,2,7,0,438,6,0,78212,23818146,7/10/20,07/15/20
S,Syria,394,22,16,2,126,252,0,0,17509312,7/10/20,07/15/20
V,Vietnam,369,0,0,0,350,19,1,275000,97363318,7/10/20,07/15/20
M,Mauritius,342,0,10,0,330,2,0,193561,1271835,7/10/20,07/15/20
I,Isle of Man,336,0,24,0,312,0,0,7031,85047,7/10/20,07/15/20
M,Myanmar,326,7,6,0,256,64,0,89913,54420520,7/10/20,07/15/20
C,Comoros,314,0,7,0,272,35,0,0,870007,7/10/20,07/15/20
B,Botswana,314,0,1,0,31,282,1,47860,2352696,7/10/20,07/15/20
G,Guyana,290,4,16,0,134,140,6,3112,786667,7/10/20,07/15/20
M,Martinique,255,6,15,1,98,142,5,0,375255,7/10/20,07/15/20
E,Eritrea,232,0,0,0,107,125,0,0,3547687,7/10/20,07/15/20
M,Mongolia,227,0,0,0,197,30,3,26536,3279591,7/10/20,07/15/20
C,Cayman Islands,201,0,1,0,197,3,0,26177,65743,7/10/20,07/15/20
B,Burundi,191,0,1,0,118,72,0,749,11896949,7/10/20,07/15/20
G,Guadeloupe,190,6,14,0,157,19,4,11538,400126,7/10/20,07/15/20
F,Faeroe Islands,188,0,0,0,188,0,0,21918,48869,7/10/20,07/15/20
L,Lesotho,184,50,1,0,26,157,0,5206,2142738,7/10/20,07/15/20
G,Gibraltar,180,0,0,0,176,4,0,15748,33691,7/10/20,07/15/20
B,Bermuda,150,1,9,0,137,4,1,13440,62270,7/10/20,07/15/20
B,Brunei,141,0,3,0,138,0,0,29841,437596,7/10/20,07/15/20
C,Cambodia,141,0,0,0,131,10,1,43198,16724934,7/10/20,07/15/20
T,Trinidad and Tobago,133,0,8,0,120,5,0,5776,1399629,7/10/20,07/15/20
M,Monaco,108,0,4,0,96,8,0,16200,39250,7/10/20,07/15/20
B,Bahamas,107,1,11,0,89,7,1,2501,393349,7/10/20,07/15/20
A,Aruba,105,0,3,0,98,4,0,3007,106780,7/10/20,07/15/20
S,Seychelles,100,6,0,0,11,89,0,0,98365,7/10/20,07/15/20
B,Barbados,98,0,7,0,90,1,0,8655,287386,7/10/20,07/15/20
L,Liechtenstein,84,0,1,0,81,2,0,900,38131,7/10/20,07/15/20
B,Bhutan,80,0,0,0,55,25,0,26569,771839,7/10/20,07/15/20
S,Sint Maarten,78,0,15,0,63,0,0,523,42889,7/10/20,07/15/20
A,Antigua and Barbuda,74,1,3,0,57,14,1,860,97952,7/10/20,07/15/20
T,Turks and Caicos,66,11,2,0,11,53,0,870,38731,7/10/20,07/15/20
G,Gambia,64,1,3,0,34,27,0,3573,2417912,7/10/20,07/15/20
F,French Polynesia,62,0,0,0,60,2,0,4649,280956,7/10/20,07/15/20
M,Macao,46,0,0,0,45,1,0,4071,649564,7/10/20,07/15/20
S,Saint Martin,43,0,3,0,37,3,1,851,38682,7/10/20,07/15/20
B,Belize,33,3,2,0,20,11,0,2499,397798,7/10/20,07/15/20
S,St. Vincent Grenadines,29,0,0,0,29,0,0,1023,110951,7/10/20,07/15/20
F,Fiji,26,5,0,0,18,8,0,4000,896634,7/10/20,07/15/20
C,Curaçao,25,2,1,0,24,0,0,1080,164114,7/10/20,07/15/20
T,Timor-Leste,24,0,0,0,24,0,0,1568,1319025,7/10/20,07/15/20
G,Grenada,23,0,0,0,23,0,0,5465,112539,7/10/20,07/15/20
S,Saint Lucia,22,0,0,0,19,3,0,2002,183653,7/10/20,07/15/20
N,New Caledonia,21,0,0,0,21,0,0,9045,285575,7/10/20,07/15/20
L,Laos,19,0,0,0,19,0,0,19836,7278248,7/10/20,07/15/20
D,Dominica,18,0,0,0,18,0,0,623,71992,7/10/20,07/15/20
S,Saint Kitts and Nevis,17,1,0,0,15,2,0,651,53210,7/10/20,07/15/20
F,Falkland Islands,13,0,0,0,13,0,0,1393,3482,7/10/20,07/15/20
G,Greenland,13,0,0,0,13,0,0,4577,56773,7/10/20,07/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,7/10/20,07/15/20
M,Montserrat,11,0,1,0,10,0,0,61,4992,7/10/20,07/15/20
P,Papua New Guinea,11,0,0,0,8,3,0,7147,8950951,7/10/20,07/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,597636,7/10/20,07/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,7/10/20,07/15/20
B,British Virgin Islands,8,0,1,0,7,0,0,439,30237,7/10/20,07/15/20
C,Caribbean Netherlands,7,0,0,0,7,0,0,424,26230,7/10/20,07/15/20
S,St. Barth,6,0,0,0,6,0,0,507,9878,7/10/20,07/15/20
A,Anguilla,3,0,0,0,3,0,0,305,15007,7/10/20,07/15/20
S,Saint Pierre Miquelon,2,1,0,0,1,1,0,0,5793,7/10/20,07/15/20
U,USA,3616827,71750,140144,1001,1645962,1830721,16459,44838403,331081677,7/15/20,07/15/20
B,Brazil,1970909,39705,75523,1261,1255564,639822,8318,4572796,212620008,7/15/20,07/15/20
I,India,970169,32682,24929,614,613735,331505,8944,12412664,1380530110,7/15/20,07/15/20
R,Russia,746369,6422,11770,156,523249,211350,2300,23754645,145937175,7/15/20,07/15/20
P,Peru,337724,3857,12417,188,226400,98907,1325,1983932,32988703,7/15/20,07/15/20
C,Chile,321205,1712,7186,117,292085,21934,1915,1334712,19122661,7/15/20,07/15/20
M,Mexico,311486,7051,36327,836,193976,81183,378,756137,128984785,7/15/20,07/15/20
S,South Africa,311049,12757,4453,107,160693,145903,539,2278127,59336622,7/15/20,07/15/20
S,Spain,304574,875,28413,4,0,0,617,6026446,46755564,7/15/20,07/15/20
U,UK,291911,538,45053,85,0,0,145,12461869,67900637,7/15/20,07/15/20
I,Iran,264561,2388,13410,199,227561,23590,3411,2048049,84033003,7/15/20,07/15/20
P,Pakistan,255769,2165,5386,66,172810,77573,2078,1627939,221037609,7/15/20,07/15/20
I,Italy,243506,162,34997,13,196016,12493,57,6053060,60457891,7/15/20,07/15/20
S,Saudi Arabia,240474,2671,2325,42,183048,55101,2221,2436683,34833307,7/15/20,07/15/20
T,Turkey,215940,947,5419,17,197733,12788,1206,4107498,84373811,7/15/20,07/15/20
G,Germany,201252,486,9148,4,186000,6104,248,6376054,83795199,7/15/20,07/15/20
B,Bangladesh,193590,3533,2457,33,105523,85610,1,980402,164752852,7/15/20,07/15/20
F,France,173304,416,30120,20,78820,64364,482,2532227,65279649,7/15/20,07/15/20
C,Colombia,165169,5271,5814,189,71736,87619,875,1082415,50903682,7/15/20,07/15/20
A,Argentina,111146,4236,2050,82,47298,61798,752,495065,45211980,7/15/20,07/15/20
C,Canada,108829,343,8810,12,72485,27534,2173,3341893,37755152,7/15/20,07/15/20
Q,Qatar,104983,450,151,1,101637,3195,135,424858,2807805,7/15/20,07/15/20
E,Egypt,84843,913,4067,59,26135,54641,41,135000,102400332,7/15/20,07/15/20
I,Iraq,83867,2110,3432,87,52621,27814,374,728737,40251640,7/15/20,07/15/20
C,China,83611,6,4634,0,78693,284,3,90410000,1439323776,7/15/20,07/15/20
I,Indonesia,80094,1522,3797,87,39050,37247,0,1122339,273634614,7/15/20,07/15/20
S,Sweden,76492,125,5572,10,0,0,81,681820,10101817,7/15/20,07/15/20
E,Ecuador,70329,759,5158,28,30641,34530,313,190349,17652711,7/15/20,07/15/20
B,Belarus,65443,174,480,6,56379,8584,89,1151734,9449187,7/15/20,07/15/20
K,Kazakhstan,63514,1759,375,0,38008,25131,221,1737546,18785170,7/15/20,07/15/20
B,Belgium,62872,91,9788,1,17242,35842,27,1398080,11591714,7/15/20,07/15/20
O,Oman,61247,1679,281,8,39038,21928,139,253444,5110615,7/15/20,07/15/20
P,Philippines,58768,1310,1614,11,20976,36178,333,1019263,109635041,7/15/20,07/15/20
K,Kuwait,56877,703,399,3,46897,9581,146,445184,4272860,7/15/20,07/15/20
U,UAE,55848,275,335,0,46418,9095,1,4052000,9894897,7/15/20,07/15/20
U,Ukraine,55607,836,1427,15,28131,26049,93,827157,43721568,7/15/20,07/15/20
N,Netherlands,51252,106,6136,1,0,0,20,764079,17136483,7/15/20,07/15/20
B,Bolivia,50867,1617,1898,32,15819,33150,71,111416,11678886,7/15/20,07/15/20
P,Panama,49243,1147,982,22,25417,22844,157,174345,4317196,7/15/20,07/15/20
D,Dominican Republic,47671,1366,929,19,23459,23283,246,198496,10852115,7/15/20,07/15/20
P,Portugal,47426,375,1676,8,32110,13640,68,1396902,10195373,7/15/20,07/15/20
S,Singapore,46878,249,27,0,42988,3863,0,1009532,5852170,7/15/20,07/15/20
I,Israel,44188,1828,376,5,19989,23823,204,1317362,9197590,7/15/20,07/15/20
P,Poland,38721,264,1594,6,28492,8635,73,1860592,37844784,7/15/20,07/15/20
A,Afghanistan,34994,254,1094,46,22456,11444,31,81934,38956620,7/15/20,07/15/20
B,Bahrain,34560,482,117,6,30320,4123,48,693539,1703093,7/15/20,07/15/20
N,Nigeria,34259,643,760,6,13999,19500,7,199016,206298262,7/15/20,07/15/20
R,Romania,34226,641,1952,21,22049,10225,248,886918,19231695,7/15/20,07/15/20
S,Switzerland,33148,132,1968,0,29800,1380,20,700326,8657154,7/15/20,07/15/20
A,Armenia,33005,515,592,11,21348,11065,10,139220,2963479,7/15/20,07/15/20
G,Guatemala,32074,1202,1350,48,4624,26100,5,64590,17926950,7/15/20,07/15/20
H,Honduras,29106,527,807,18,3287,25012,58,49308,9910227,7/15/20,07/15/20
I,Ireland,25683,13,1748,2,23364,571,9,527746,4939886,7/15/20,07/15/20
A,Azerbaijan,25672,559,326,7,16695,8651,66,592778,10142755,7/15/20,07/15/20
G,Ghana,25430,442,139,0,21511,3780,8,336093,31094417,7/15/20,07/15/20
J,Japan,22508,288,984,2,18545,2979,38,586706,126459029,7/15/20,07/15/20
A,Algeria,20770,554,1040,12,14792,4938,61,0,43878420,7/15/20,07/15/20
M,Moldova,20040,332,659,4,13298,6083,358,101180,4033544,7/15/20,07/15/20
S,Serbia,19334,351,429,11,14047,4858,169,515395,8735770,7/15/20,07/15/20
A,Austria,19154,133,710,1,17175,1269,10,716293,9008494,7/15/20,07/15/20
N,Nepal,17177,116,39,1,11025,6113,0,611231,29154945,7/15/20,07/15/20
M,Morocco,16262,165,259,2,13821,2182,31,924695,36927069,7/15/20,07/15/20
C,Cameroon,15173,0,359,0,11928,2886,52,120837,26566347,7/15/20,07/15/20
U,Uzbekistan,14581,496,71,4,8655,5855,43,1377915,33486859,7/15/20,07/15/20
S,S. Korea,13551,39,289,0,12348,914,15,1431316,51271089,7/15/20,07/15/20
C,Czechia,13475,134,355,0,8507,4613,19,606878,10709829,7/15/20,07/15/20
I,Ivory Coast,13403,366,87,0,7146,6170,0,79895,26398568,7/15/20,07/15/20
D,Denmark,13092,31,610,0,12182,300,6,1276389,5793056,7/15/20,07/15/20
K,Kyrgyzstan,11977,533,160,11,3660,8157,24,259793,6528003,7/15/20,07/15/20
K,Kenya,11252,461,209,7,3068,7975,44,225495,53809800,7/15/20,07/15/20
E,El Salvador,10645,342,286,8,6120,4239,398,199637,6487551,7/15/20,07/15/20
S,Sudan,10527,110,668,9,5601,4258,0,401,43881832,7/15/20,07/15/20
A,Australia,10487,237,111,3,7928,2448,28,3213715,25511086,7/15/20,07/15/20
V,Venezuela,10428,418,100,4,3050,7278,25,1386563,28432321,7/15/20,07/15/20
N,Norway,9011,10,253,0,8138,620,1,388021,5422926,7/15/20,07/15/20
C,Costa Rica,8986,504,40,4,2551,6395,31,61216,5095937,7/15/20,07/15/20
M,Malaysia,8734,5,122,0,8526,86,5,861896,32381446,7/15/20,07/15/20
N,North Macedonia,8530,198,393,4,4565,3572,55,80774,2083370,7/15/20,07/15/20
S,Senegal,8369,126,153,3,5605,2611,37,92905,16757263,7/15/20,07/15/20
E,Ethiopia,8181,212,146,7,2430,5605,35,250604,115052048,7/15/20,07/15/20
D,DRC,8163,28,192,2,3983,3988,0,0,89637777,7/15/20,07/15/20
B,Bulgaria,7877,232,289,6,3841,3747,28,189953,6945980,7/15/20,07/15/20
B,Bosnia and Herzegovina,7411,306,235,8,3335,3841,0,114344,3279870,7/15/20,07/15/20
F,Finland,7293,0,328,0,6880,85,1,291100,5541089,7/15/20,07/15/20
P,Palestine,7064,300,44,0,1084,5936,0,141444,5105193,7/15/20,07/15/20
H,Haiti,6831,104,143,2,3283,3405,0,14544,11407750,7/15/20,07/15/20
T,Tajikistan,6695,52,56,0,5383,1256,0,0,9544560,7/15/20,07/15/20
F,French Guiana,6299,70,33,2,3738,2528,24,11273,298918,7/15/20,07/15/20
G,Guinea,6276,76,38,0,4981,1257,24,14407,13143415,7/15/20,07/15/20
G,Gabon,6121,95,46,0,3664,2411,11,52166,2227398,7/15/20,07/15/20
M,Madagascar,5605,262,43,4,2811,2751,51,30530,27712778,7/15/20,07/15/20
M,Mauritania,5564,46,149,0,2830,2585,5,13842,4653356,7/15/20,07/15/20
L,Luxembourg,5122,66,111,0,4247,764,4,302812,626339,7/15/20,07/15/20
D,Djibouti,4985,6,56,0,4765,164,0,52257,988523,7/15/20,07/15/20
C,CAR,4362,6,53,0,1261,3048,2,27679,4832699,7/15/20,07/15/20
H,Hungary,4263,5,595,0,3126,542,5,299185,9659253,7/15/20,07/15/20
C,Croatia,3953,126,120,0,2629,1204,5,97724,4104090,7/15/20,07/15/20
G,Greece,3910,27,193,0,1374,2343,13,391773,10420718,7/15/20,07/15/20
A,Albania,3752,85,101,4,2091,1560,10,29695,2877658,7/15/20,07/15/20
T,Thailand,3232,5,58,0,3092,82,1,603657,69807396,7/15/20,07/15/20
P,Paraguay,3198,124,25,0,1338,1835,11,96060,7135825,7/15/20,07/15/20
N,Nicaragua,3147,0,99,0,2282,766,0,0,6627526,7/15/20,07/15/20
S,Somalia,3083,7,93,0,1425,1565,2,0,15906257,7/15/20,07/15/20
E,Equatorial Guinea,3071,0,51,0,842,2178,0,16000,1404216,7/15/20,07/15/20
M,Maldives,2831,30,14,0,2321,496,12,64239,540875,7/15/20,07/15/20
M,Mayotte,2743,6,37,0,2581,125,3,13000,273022,7/15/20,07/15/20
S,Sri Lanka,2671,6,11,0,2001,659,1,127920,21416978,7/15/20,07/15/20
M,Malawi,2614,117,43,3,1005,1566,4,21953,19145027,7/15/20,07/15/20
L,Lebanon,2542,91,38,1,1455,1049,14,189723,6824048,7/15/20,07/15/20
C,Cuba,2438,6,87,0,2277,74,2,211427,11326313,7/15/20,07/15/20
M,Mali,2433,10,121,0,1764,548,0,16317,20267697,7/15/20,07/15/20
C,Congo,2222,194,47,0,589,1586,0,0,5522317,7/15/20,07/15/20
S,South Sudan,2153,5,41,0,1175,937,0,12044,11198686,7/15/20,07/15/20
E,Estonia,2016,1,69,0,1901,46,1,113129,1326574,7/15/20,07/15/20
S,Slovakia,1927,19,28,0,1507,392,2,233436,5459757,7/15/20,07/15/20
I,Iceland,1911,6,10,0,1885,16,0,106883,341332,7/15/20,07/15/20
L,Lithuania,1896,35,79,0,1582,235,15,465396,2720387,7/15/20,07/15/20
Z,Zambia,1895,0,42,0,1412,441,1,56825,18399061,7/15/20,07/15/20
S,Slovenia,1878,19,111,0,1501,266,1,118353,2078950,7/15/20,07/15/20
G,Guinea-Bissau,1842,0,26,0,773,1043,5,1500,1969474,7/15/20,07/15/20
C,Cabo Verde,1780,58,19,0,850,911,0,41091,556218,7/15/20,07/15/20
S,Sierra Leone,1668,17,64,0,1200,404,0,0,7982400,7/15/20,07/15/20
L,Libya,1589,26,43,1,373,1173,0,37324,6874735,7/15/20,07/15/20
H,Hong Kong,1589,19,10,2,1241,338,6,376645,7499390,7/15/20,07/15/20
N,New Zealand,1547,2,22,0,1498,27,0,433324,5002100,7/15/20,07/15/20
Y,Yemen,1526,10,433,4,694,399,0,120,29847320,7/15/20,07/15/20
E,Eswatini,1489,55,20,0,724,745,5,17559,1160626,7/15/20,07/15/20
R,Rwanda,1435,19,4,0,752,679,0,194802,12962189,7/15/20,07/15/20
B,Benin,1378,0,26,0,557,795,1,67622,12132824,7/15/20,07/15/20
M,Mozambique,1330,62,9,0,375,946,0,42551,31281122,7/15/20,07/15/20
T,Tunisia,1319,13,50,0,1091,178,0,80538,11823372,7/15/20,07/15/20
M,Montenegro,1287,0,24,0,330,933,7,27367,628069,7/15/20,07/15/20
J,Jordan,1201,3,10,0,1016,175,3,483111,10207054,7/15/20,07/15/20
L,Latvia,1178,4,31,0,1022,125,0,174057,1885181,7/15/20,07/15/20
N,Niger,1100,1,69,1,993,38,0,6658,24228441,7/15/20,07/15/20
Z,Zimbabwe,1089,25,20,0,395,674,0,95860,14870792,7/15/20,07/15/20
L,Liberia,1056,18,51,0,447,558,0,0,5061453,7/15/20,07/15/20
U,Uganda,1043,3,0,0,1004,39,0,232608,45780602,7/15/20,07/15/20
B,Burkina Faso,1038,1,53,0,882,103,0,0,20920270,7/15/20,07/15/20
C,Cyprus,1025,2,19,0,839,167,0,167394,1207711,7/15/20,07/15/20
U,Uruguay,1009,12,31,0,909,69,1,82772,3474234,7/15/20,07/15/20
G,Georgia,1004,5,15,0,873,116,5,156144,3988826,7/15/20,07/15/20
N,Namibia,960,96,2,0,31,927,1,16305,2542495,7/15/20,07/15/20
C,Chad,885,1,75,0,799,11,0,0,16439519,7/15/20,07/15/20
A,Andorra,862,1,52,0,803,7,0,3750,77270,7/15/20,07/15/20
S,Suriname,837,36,18,0,573,246,5,1244,586838,7/15/20,07/15/20
J,Jamaica,762,3,10,0,643,109,0,28603,2961703,7/15/20,07/15/20
T,Togo,740,9,15,0,534,191,2,36706,8284888,7/15/20,07/15/20
S,Sao Tome and Principe,737,1,14,0,322,401,0,2024,219299,7/15/20,07/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,7/15/20,07/15/20
S,San Marino,699,0,42,0,656,1,0,5729,33934,7/15/20,07/15/20
M,Malta,674,0,9,0,661,4,0,109538,441593,7/15/20,07/15/20
R,Réunion,608,9,3,0,472,133,4,35419,895568,7/15/20,07/15/20
C,Channel Islands,581,0,47,0,512,22,0,21410,173926,7/15/20,07/15/20
A,Angola,576,35,27,1,124,425,6,10000,32894558,7/15/20,07/15/20
T,Tanzania,509,0,21,0,183,305,7,0,59783703,7/15/20,07/15/20
S,Syria,458,19,22,1,140,296,0,0,17513972,7/15/20,07/15/20
T,Taiwan,451,0,7,0,440,4,0,78897,23818615,7/15/20,07/15/20
B,Botswana,399,0,1,0,38,360,1,51379,2353216,7/15/20,07/15/20
V,Vietnam,381,8,0,0,353,28,1,275000,97372880,7/15/20,07/15/20
M,Mauritius,343,1,10,0,331,2,0,193561,1271858,7/15/20,07/15/20
M,Myanmar,337,0,6,0,266,65,0,96324,54424500,7/15/20,07/15/20
I,Isle of Man,336,0,24,0,312,0,0,7301,85051,7/15/20,07/15/20
C,Comoros,321,0,7,0,302,12,0,0,870210,7/15/20,07/15/20
G,Guyana,313,5,18,1,156,139,5,3418,786708,7/15/20,07/15/20
B,Burundi,269,0,1,0,207,61,0,6697,11900836,7/15/20,07/15/20
M,Mongolia,261,18,0,0,207,54,3,28313,3280168,7/15/20,07/15/20
L,Lesotho,256,0,3,0,48,205,0,6033,2142923,7/15/20,07/15/20
M,Martinique,255,0,15,0,98,142,5,0,375252,7/15/20,07/15/20
E,Eritrea,232,0,0,0,107,125,0,0,3548224,7/15/20,07/15/20
C,Cayman Islands,203,0,1,0,200,2,0,26919,65751,7/15/20,07/15/20
G,Guadeloupe,190,0,14,0,157,19,4,11538,400127,7/15/20,07/15/20
F,Faeroe Islands,188,0,0,0,188,0,0,25276,48871,7/15/20,07/15/20
G,Gibraltar,180,0,0,0,180,0,0,16789,33691,7/15/20,07/15/20
C,Cambodia,165,0,0,0,133,32,1,47702,16727464,7/15/20,07/15/20
B,Bermuda,150,0,9,0,137,4,1,14467,62268,7/15/20,07/15/20
B,Brunei,141,0,3,0,138,0,0,34797,437642,7/15/20,07/15/20
T,Trinidad and Tobago,133,0,8,0,124,1,0,5847,1399678,7/15/20,07/15/20
B,Bahamas,119,6,11,0,91,17,1,2552,393390,7/15/20,07/15/20
M,Monaco,109,0,4,0,97,8,0,16200,39253,7/15/20,07/15/20
A,Aruba,106,0,3,0,99,4,0,4012,106785,7/15/20,07/15/20
B,Barbados,104,1,7,0,90,7,0,9091,287390,7/15/20,07/15/20
S,Seychelles,100,0,0,0,27,73,0,0,98372,7/15/20,07/15/20
L,Liechtenstein,84,0,1,0,81,2,0,900,38133,7/15/20,07/15/20
B,Bhutan,84,0,0,0,78,6,0,39270,771932,7/15/20,07/15/20
S,Sint Maarten,78,0,15,0,63,0,0,523,42894,7/15/20,07/15/20
A,Antigua and Barbuda,74,0,3,0,57,14,1,866,97961,7/15/20,07/15/20
T,Turks and Caicos,72,0,2,0,12,58,4,946,38736,7/15/20,07/15/20
G,Gambia,64,0,3,0,34,27,0,3573,2418657,7/15/20,07/15/20
F,French Polynesia,62,0,0,0,60,2,0,4649,280974,7/15/20,07/15/20
M,Macao,46,0,0,0,45,1,0,4071,649661,7/15/20,07/15/20
S,Saint Martin,43,0,3,0,37,3,1,851,38689,7/15/20,07/15/20
B,Belize,39,0,2,0,21,16,0,2665,397877,7/15/20,07/15/20
S,St. Vincent Grenadines,35,0,0,0,29,6,0,1213,110955,7/15/20,07/15/20
C,Curaçao,26,1,1,0,24,1,0,1080,164121,7/15/20,07/15/20
F,Fiji,26,0,0,0,18,8,0,4000,896705,7/15/20,07/15/20
T,Timor-Leste,24,0,0,0,24,0,0,1568,1319300,7/15/20,07/15/20
G,Grenada,23,0,0,0,23,0,0,5465,112545,7/15/20,07/15/20
N,New Caledonia,22,1,0,0,21,1,0,9424,285605,7/15/20,07/15/20
S,Saint Lucia,22,0,0,0,19,3,0,2048,183662,7/15/20,07/15/20
L,Laos,19,0,0,0,19,0,0,21386,7279402,7/15/20,07/15/20
D,Dominica,18,0,0,0,18,0,0,851,71994,7/15/20,07/15/20
S,Saint Kitts and Nevis,17,0,0,0,15,2,0,671,53214,7/15/20,07/15/20
F,Falkland Islands,13,0,0,0,13,0,0,1660,3483,7/15/20,07/15/20
G,Greenland,13,0,0,0,13,0,0,5098,56774,7/15/20,07/15/20
M,Montserrat,12,0,1,0,10,1,0,61,4992,7/15/20,07/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,7/15/20,07/15/20
P,Papua New Guinea,11,0,0,0,8,3,0,7147,8952806,7/15/20,07/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,597797,7/15/20,07/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,7/15/20,07/15/20
C,Caribbean Netherlands,9,2,0,0,7,2,0,424,26233,7/15/20,07/15/20
B,British Virgin Islands,8,0,1,0,7,0,0,439,30239,7/15/20,07/15/20
S,St. Barth,6,0,0,0,6,0,0,507,9878,7/15/20,07/15/20
A,Anguilla,3,0,0,0,3,0,0,380,15008,7/15/20,07/15/20
U,USA,3947544,48994,143636,347,1831300,1972608,16562,48932630,331102850,7/20/20,07/15/20
B,Brazil,2118646,18750,80120,587,1371229,667297,8318,4911063,212636496,7/20/20,07/15/20
I,India,1154917,36810,28099,596,724702,402116,8944,14047908,1380678271,7/20/20,07/15/20
R,Russia,777486,5940,12427,85,553602,211457,2300,25251614,145937857,7/20/20,07/15/20
S,South Africa,364328,0,5033,0,191059,168236,539,2471747,59344794,7/20/20,07/15/20
P,Peru,357681,4091,13384,197,245081,99216,1303,2084311,32993724,7/20/20,07/15/20
M,Mexico,344224,5311,39184,296,217423,87617,378,821922,128999581,7/20/20,07/15/20
C,Chile,333029,2099,8633,130,303992,20404,1764,1420390,19124453,7/20/20,07/15/20
S,Spain,311916,1527,28422,2,0,0,617,6026446,46755761,7/20/20,07/15/20
U,UK,295372,580,45312,12,0,0,142,13459190,67904526,7/20/20,07/15/20
I,Iran,276202,2414,14405,217,240087,21710,3583,2175217,84044752,7/20/20,07/15/20
P,Pakistan,265083,1587,5599,31,205929,53555,1552,1740768,221084562,7/20/20,07/15/20
S,Saudi Arabia,253349,2429,2523,37,203259,47567,2196,2728424,34839236,7/20/20,07/15/20
I,Italy,244624,190,35058,13,197162,12404,47,6262302,60456923,7/20/20,07/15/20
T,Turkey,220572,931,5508,17,203002,12062,1243,4316781,84383723,7/20/20,07/15/20
B,Bangladesh,207453,2928,2668,50,113556,91229,1,1041661,164770770,7/20/20,07/15/20
G,Germany,203486,641,9172,9,187800,6514,249,6884614,83798119,7/20/20,07/15/20
C,Colombia,197278,0,6736,0,91793,98749,1040,1210063,50909605,7/20/20,07/15/20
F,France,176754,350,30177,8,79233,67344,477,2764345,65281223,7/20/20,07/15/20
A,Argentina,126755,0,2281,21,55913,68561,752,552306,45216508,7/20/20,07/15/20
C,Canada,110635,297,8855,3,97300,4480,2177,3520542,37758765,7/20/20,07/15/20
Q,Qatar,107037,389,159,2,103782,3096,126,446036,2807805,7/20/20,07/15/20
I,Iraq,94693,2163,3869,88,62836,27988,431,809522,40261528,7/20/20,07/15/20
E,Egypt,88402,627,4352,50,28924,55126,41,135000,102421458,7/20/20,07/15/20
I,Indonesia,88214,1693,4239,96,46977,36998,0,1235545,273666205,7/20/20,07/15/20
C,China,83682,22,4634,0,78799,249,5,90410000,1439323776,7/20/20,07/15/20
S,Sweden,78048,36,5639,10,0,0,48,681820,10102504,7/20/20,07/15/20
E,Ecuador,74620,607,5318,5,31955,37347,342,204162,17655641,7/20/20,07/15/20
K,Kazakhstan,71838,1499,375,0,43029,28434,221,1791293,18787624,7/20/20,07/15/20
P,Philippines,68898,1521,1835,4,23072,43991,351,1168965,109650983,7/20/20,07/15/20
O,Oman,68400,1739,326,8,45150,22924,170,274745,5112039,7/20/20,07/15/20
